Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Marque,Modele,Price_EUR
Honda Amaze S i-Dtech,Kolkata,2013,50000,Diesel,Manual,First,25.8,1498.0,98.6,5,Honda,Amaze S i-Dtech,3575
Skoda Laura Ambiente,Hyderabad,2008,113000,Diesel,Manual,First,17.5,1896.0,106.0,5,Skoda,Laura Ambiente,4950
Renault Duster 85PS Diesel RxL,Delhi,2014,90000,Diesel,Manual,First,19.87,1461.0,83.8,5,Renault,Duster 85PS Diesel RxL,5885
Mahindra NuvoSport N6,Chennai,2017,29000,Diesel,Manual,Second,17.45,1493.0,100.0,7,Mahindra,NuvoSport N6,7150
Maruti Vitara Brezza ZDi Plus Dual Tone,Mumbai,2016,20000,Diesel,Manual,First,24.3,1248.0,88.5,5,Maruti,Vitara Brezza ZDi Plus Dual Tone,9900
Hyundai i20 Asta Option 1.2,Kochi,2016,61012,Petrol,Manual,First,18.6,1197.0,81.83,5,Hyundai,i20 Asta Option 1.2,6600
Skoda Fabia 1.4 MPI Ambiente,Jaipur,2009,87459,Petrol,Manual,First,14.7,1390.0,85.0,5,Skoda,Fabia 1.4 MPI Ambiente,3025
Tata Indigo eCS GLX,Pune,2010,70500,Petrol,Manual,First,15.64,1193.0,64.1,5,Tata,Indigo eCS GLX,1650
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,2015,64103,Diesel,Automatic,First,15.73,1968.0,174.33,5,Audi,Q3 2012-2015 35 TDI Quattro Premium Plus,21890
Skoda Octavia Elegance 1.8 TSI AT,Mumbai,2014,76000,Petrol,Automatic,First,14.7,1798.0,177.5,5,Skoda,Octavia Elegance 1.8 TSI AT,11000
Toyota Etios Liva GD SP,Delhi,2014,104000,Diesel,Manual,First,23.59,1364.0,67.06,5,Toyota,Etios Liva GD SP,3300
Mercedes-Benz B Class B180,Kochi,2014,37245,Petrol,Automatic,First,14.8,1595.0,120.7,5,Mercedes-Benz,B Class B180,13156
Honda Amaze S Diesel,Kolkata,2013,45000,Diesel,Manual,First,27.4,1498.0,98.6,5,Honda,Amaze S Diesel,3575
Hyundai Verna 1.6 SX,Jaipur,2012,117837,Diesel,Manual,Second,22.32,1582.0,126.32,5,Hyundai,Verna 1.6 SX,5225
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,Diesel,Manual,First,20.46,1461.0,83.8,5,Renault,Duster 85PS Diesel RxL Optional,6545
Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Petrol,Manual,Second,15.29,1591.0,121.3,5,Hyundai,Creta 1.6 VTVT S,8965
Maruti Wagon R AMT VXI,Mumbai,2016,8500,Petrol,Automatic,First,20.51,998.0,67.0,5,Maruti,Wagon R AMT VXI,4642
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,Petrol,Automatic,First,11.74,1796.0,186.0,5,Mercedes-Benz,New C-Class C250 Avantgarde,11550
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,Diesel,Automatic,First,11.8,2967.0,246.7,5,Audi,A8 L 3.0 TDI quattro,49500
Hyundai i10 Magna 1.1,Pune,2012,44000,Petrol,Manual,Second,19.81,1086.0,68.05,5,Hyundai,i10 Magna 1.1,3190
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,Petrol,Automatic,First,14.3,1598.0,103.52,5,Skoda,Rapid 1.6 MPI AT Style Black Package,9790
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,Petrol,Automatic,First,14.67,1798.0,177.46,5,Skoda,Superb Style 1.8 TSI AT,28600
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,Petrol,Manual,First,17.19,1197.0,81.86,5,Hyundai,i20 Active 1.2 SX,9042
Honda Amaze VX i-DTEC,Kolkata,2014,64000,Diesel,Manual,Second,25.8,1498.0,98.6,5,Honda,Amaze VX i-DTEC,3850
Maruti Wagon R LXI,Chennai,2004,61000,Petrol,Manual,Second,18.9,998.0,67.1,5,Maruti,Wagon R LXI,1375
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,Diesel,Manual,First,21.03,1461.0,65.0,5,Mahindra,Verito 1.5 D4 BSIV,4070
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,Diesel,Automatic,First,19.27,2143.0,167.62,5,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,43350
Maruti Wagon R VXI,Kolkata,2013,32000,Petrol,Manual,First,22.5,998.0,67.04,5,Maruti,Wagon R VXI,2915
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461.0,108.5,5,Nissan,Terrano XV Premium 110 PS Anniversary Edition,9812
Maruti Swift VDI BSIV,Delhi,2013,47000,Diesel,Manual,First,17.8,1248.0,74.0,5,Maruti,Swift VDI BSIV,4510
Mini Cooper Convertible S,Kochi,2017,26327,Petrol,Automatic,First,16.82,1998.0,189.08,4,Mini,Cooper Convertible S,39237
Ford Figo Diesel,Bangalore,2015,70436,Diesel,Manual,First,0.0,1498.0,99.0,0,Ford,Figo Diesel,3960
Chevrolet Beat LT,Kochi,2016,60813,Petrol,Manual,Second,18.6,1199.0,76.8,5,Chevrolet,Beat LT,3652
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5,Volkswagen,Polo Diesel Comfortline 1.2L,3960
Maruti Swift ZDi,Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248.0,74.0,5,Maruti,Swift ZDi,7480
Ford Figo Diesel EXI,Kolkata,2012,41284,Diesel,Manual,First,20.0,1399.0,68.05,5,Ford,Figo Diesel EXI,2750
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,Diesel,Automatic,First,11.36,2755.0,171.5,7,Toyota,Innova Crysta 2.8 GX AT,21604
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199.0,194.3,7,Hyundai,Santa Fe 4x4 AT,7700
Honda City i-VTEC V,Kolkata,2011,32572,Petrol,Manual,First,17.4,1497.0,117.3,5,Honda,City i-VTEC V,4257
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,Petrol,Manual,First,18.6,1197.0,81.83,5,Hyundai,i20 1.2 Magna Executive,6896
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,Diesel,Automatic,First,19.27,2143.0,167.62,5,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,19932
Chevrolet Beat Diesel LT,Mumbai,2013,74000,Diesel,Manual,First,25.44,936.0,57.6,5,Chevrolet,Beat Diesel LT,2915
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,Diesel,Manual,First,22.54,1396.0,88.73,5,Hyundai,i20 Sportz 1.4 CRDi,7920
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494.0,100.6,7,Toyota,Innova 2.5 Z Diesel 7 Seater,15730
Maruti Ertiga VDI,Chennai,2013,52000,Diesel,Manual,First,20.77,1248.0,88.76,7,Maruti,Ertiga VDI,7590
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,Diesel,Manual,First,12.8,2494.0,102.0,7,Toyota,Innova 2.5 V Diesel 7-seater,11825
Honda City i VTEC V,Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5,Honda,City i VTEC V,8899
BMW X1 sDrive20d,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5,BMW,X1 sDrive20d,20350
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5,Hyundai,Grand i10 CRDi Era,5225
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5,Maruti,Ciaz 1.3 Alpha,9295
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5,Skoda,Rapid Leisure 1.6 TDI MT,3850
Hyundai Accent CRDi,Kochi,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5,Hyundai,Accent CRDi,1980
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5,Volkswagen,Polo GT 1.5 TDI,4070
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5,Honda,Jazz 1.2 VX i VTEC,7887
Hyundai i10 Era,Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5,Hyundai,i10 Era,1925
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5,Hyundai,Tucson 2.0 e-VGT 2WD AT GLS,24189
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7,Toyota,Innova Crysta 2.4 ZX MT,20515
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5,Maruti,Swift VXI BSIV,6545
Hyundai Grand i10 Magna,Mumbai,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5,Hyundai,Grand i10 Magna,4125
Maruti Swift VDI,Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5,Maruti,Swift VDI,4125
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5,Hyundai,Verna CRDi 1.6 SX,2860
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5,Hyundai,i20 1.2 Sportz,3080
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5,Mercedes-Benz,New C-Class C 220 CDI CLASSIC,19800
Maruti Ritz ZDi,Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5,Maruti,Ritz ZDi,4785
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5,Hyundai,Creta 1.6 CRDi SX,15125
Maruti A-Star Vxi,Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5,Maruti,A-Star Vxi,2200
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5,Renault,Duster 110PS Diesel RXZ Option,11000
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5,Fiat,Grande Punto 1.3 Emotion Pack (Diesel),1815
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5,BMW,X3 xDrive30d M Sport,50347
Hyundai i10 Sportz,Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5,Hyundai,i10 Sportz,3575
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7,Toyota,Innova 2.5 G4 Diesel 7-seater,14080
Maruti Swift VDI,Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5,Maruti,Swift VDI,7865
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV,7700
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5,Tata,Zest Quadrajet 1.3 75PS XE,4125
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5,Ford,EcoSport 1.0 Ecoboost Titanium Plus,9350
Maruti Swift Dzire ZDI,Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5,Maruti,Swift Dzire ZDI,4785
Maruti Alto 800 LXI,Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5,Maruti,Alto 800 LXI,3585
Honda City 1.5 S MT,Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5,Honda,City 1.5 S MT,4631
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5,Skoda,Laura 1.9 TDI AT Ambiente,3245
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5,Hyundai,Verna 1.6 SX VTVT (O),4708
Honda City 1.5 V AT,Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5,Honda,City 1.5 V AT,3927
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5,Hyundai,i20 Magna Optional 1.4 CRDi,3421
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5,Hyundai,i20 Sportz AT 1.4,6556
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5,Volkswagen,Vento Diesel Highline,5170
Honda City i VTEC VX,Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5,Honda,City i VTEC VX,7590
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5,Tata,Zest Quadrajet 1.3 75PS XE,5775
BMW 5 Series 2003-2012 520d,Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5,BMW,5 Series 2003-2012 520d,30800
Maruti Wagon R LXI Minor,Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5,Maruti,Wagon R LXI Minor,1485
Honda Jazz VX,Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5,Honda,Jazz VX,5335
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline,7370
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5,Hyundai,i10 Magna 1.2,3410
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,20504
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5,Hyundai,i10 Magna 1.2 iTech SE,3080
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7,Toyota,Innova Crysta 2.4 ZX MT,22275
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5,Audi,A6 2011-2015 2.0 TDI Technology,29458
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7,Toyota,Innova 2.5 VX (Diesel) 7 Seater,9086
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5,Volkswagen,Polo Petrol Trendline 1.2L,4279
Maruti Alto K10 LXI,Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5,Maruti,Alto K10 LXI,2310
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5,Honda,City i-VTEC CVT ZX,13959
Tata Indigo LX,Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5,Tata,Indigo LX,2838
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5,Audi,A6 2011-2015 2.0 TDI Premium Plus,22847
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5,Mercedes-Benz,GLA Class 200 CDI SPORT,22286
Maruti Swift VDI BSIV,Kolkata,2011,60020,Diesel,Manual,First,17.8,1248.0,74.0,5,Maruti,Swift VDI BSIV,2750
Maruti Celerio VXI AT,Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5,Maruti,Celerio VXI AT,4675
Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5,Land,Rover Range Rover HSE Dynamic,48400
Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5,Volkswagen,Vento Diesel Trendline,4015
Honda Brio 1.2 VX MT,Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5,Honda,Brio 1.2 VX MT,3443
Tata Sumo Delux,Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7,Tata,Sumo Delux,1650
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5,Tata,Indica Vista Aura 1.3 Quadrajet,3135
Maruti Wagon R LXI BS IV,Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5,Maruti,Wagon R LXI BS IV,2915
Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7,Mahindra,XUV500 W8 4WD,11660
Tata Indigo LS Dicor,Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5,Tata,Indigo LS Dicor,1375
Maruti Ertiga Paseo VXI,Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7,Maruti,Ertiga Paseo VXI,9075
Honda Accord 2.4 A/T,Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5,Honda,Accord 2.4 A/T,4895
Maruti Swift Dzire VDi,Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5,Maruti,Swift Dzire VDi,4070
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5,Ford,Fiesta EXi 1.4 TDCi Ltd,3080
Honda City ZX GXi,Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5,Honda,City ZX GXi,1980
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5,Audi,A6 2011-2015 2.0 TDI Premium Plus,24145
Maruti Zen Estilo LXI Green (CNG),Pune,2008,42496,CNG,Manual,First,18.78571428571429,998.0,67.1,5,Maruti,Zen Estilo LXI Green (CNG),1540
Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5,Hyundai,i20 1.4 CRDi Asta,6050
Hyundai i10 Sportz AT,Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5,Hyundai,i10 Sportz AT,3245
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5,Honda,Jazz 1.2 V CVT i VTEC,7546
Maruti Swift VDI BSIV,Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5,Maruti,Swift VDI BSIV,6765
Hyundai i20 Asta 1.2,Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5,Hyundai,i20 Asta 1.2,3630
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5,Volkswagen,Polo Petrol Comfortline 1.2L,2805
Toyota Corolla H4,Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5,Toyota,Corolla H4,2750
Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5,Tata,Manza ELAN Quadrajet BS IV,3740
Toyota Corolla H4,Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5,Toyota,Corolla H4,3080
Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5,Hyundai,i20 Asta Option 1.2,8426
Maruti Vitara Brezza LDi,Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5,Maruti,Vitara Brezza LDi,7865
Honda City 1.5 V MT,Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5,Honda,City 1.5 V MT,3850
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5,Tata,Indica Vista Aqua 1.3 Quadrajet,3850
Honda Amaze S i-Dtech,Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5,Honda,Amaze S i-Dtech,3795
Hyundai EON D Lite Plus,Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5,Hyundai,EON D Lite Plus,3905
BMW 3 Series Luxury Line,Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5,BMW,3 Series Luxury Line,28589
Hyundai Verna 1.6 SX,Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5,Hyundai,Verna 1.6 SX,5775
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5,Tata,Manza Club Class Quadrajet90 LS,3190
Skoda Octavia RS,Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5,Skoda,Octavia RS,2255
Maruti Alto K10 VXI,Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5,Maruti,Alto K10 VXI,4125
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5,Ford,Ecosport 1.5 DV5 MT Titanium Optional,7425
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5,Jaguar,XF 2.0 Diesel Portfolio,57200
Honda CR-V RVi MT,Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5,Honda,CR-V RVi MT,4301
Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5,Skoda,Superb L&K 1.8 TSI AT,30030
Maruti Swift LDI,Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5,Maruti,Swift LDI,3850
Maruti Swift Dzire VXi AT,Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5,Maruti,Swift Dzire VXi AT,6820
Nissan Micra Diesel XV,Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5,Nissan,Micra Diesel XV,3025
Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5,Maruti,Swift Dzire Tour LDI,3575
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5,Ford,Fiesta Classic 1.4 Duratorq CLXI,3575
Mini Clubman Cooper S,Pune,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5,Mini,Clubman Cooper S,38500
Toyota Etios GD,Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5,Toyota,Etios GD,3575
Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5,Maruti,Alto 800 2016-2019 LXI,3190
Maruti Alto VXi,Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5,Maruti,Alto VXi,3190
BMW X5 3.0d,Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5,BMW,X5 3.0d,19525
Nissan Teana XV,Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5,Nissan,Teana XV,9075
Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5,Hyundai,Grand i10 AT Asta,6346
Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5,Maruti,Vitara Brezza ZDi Plus,10439
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7,Audi,Q7 3.0 TDI Quattro Premium Plus,14245
Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5,Mercedes-Benz,GLA Class 200 CDI,22000
Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5,Renault,Duster 85PS Diesel RxL,7810
Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5,Toyota,Corolla Altis D-4D GL,18150
Mercedes-Benz New C-Class 220,Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5,Mercedes-Benz,New C-Class 220,28600
Maruti Ritz VDi,Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5,Maruti,Ritz VDi,3520
Honda BRV i-VTEC V CVT,Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7,Honda,BRV i-VTEC V CVT,10428
Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5,Hyundai,Xcent 1.1 CRDi Base,4400
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5,Mercedes-Benz,E-Class 2009-2013 E250 CDI Avantgarde,29150
Mercedes-Benz B Class B180,Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5,Mercedes-Benz,B Class B180,12947
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5,Mercedes-Benz,E-Class 2015-2017 E250 Edition E,40700
Honda City i VTEC VX Option,Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5,Honda,City i VTEC VX Option,9625
Honda City 1.5 S MT,Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5,Honda,City 1.5 S MT,4125
Hyundai Verna Transform VTVT,Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5,Hyundai,Verna Transform VTVT,2750
Jaguar XE Portfolio,Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5,Jaguar,XE Portfolio,37950
Honda Amaze S i-Vtech,Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5,Honda,Amaze S i-Vtech,5115
Mini Cooper Convertible 1.6,Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4,Mini,Cooper Convertible 1.6,35200
Hyundai EON Magna Plus,Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5,Hyundai,EON Magna Plus,3575
Maruti Wagon R VXI BS IV,Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5,Maruti,Wagon R VXI BS IV,3410
Maruti Ritz LDi,Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5,Maruti,Ritz LDi,4301
BMW 3 Series 320d Sedan,Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5,BMW,3 Series 320d Sedan,12100
Tata Xenon XT EX 4X2,Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5,Tata,Xenon XT EX 4X2,3850
